0.4,0.000113329612843,2.9296875e-08
0.6,9.5090550361e-05,3.02734375e-07
0.7,0.00010522712935,7.51953125e-07
0.8,9.33555649919e-05,1.73828125e-06
0.9,0.000134800661039,2.431640625e-06
1.0,0.000147943899136,4.638671875e-06
1.1,0.000144904128329,6.923828125e-06
1.2,0.000139656387645,1.0185546875e-05
1.3,0.000146611391206,1.3740234375e-05
1.4,0.000120343792354,1.755859375e-05
1.5,0.000143926407348,2.2392578125e-05
1.6,0.000152482028211,2.68359375e-05
1.7,0.000157525072875,3.1201171875e-05
1.8,0.000165731754344,3.486328125e-05
2.0,0.000140951199286,4.1015625e-05
2.1,0.000160221891795,4.662109375e-05
2.2,0.000169303458069,5.05859375e-05
2.3,0.000169233852446,5.54296875e-05
2.4,0.000176161900321,5.7958984375e-05
2.5,0.000188112536743,6.2802734375e-05
2.6,0.000192250643299,6.6240234375e-05
2.7,0.000198023268054,6.9384765625e-05
2.8,0.000190017190244,7.111328125e-05
2.9,0.000202807062857,7.6796875e-05
3.0,0.000209405539663,7.95703125e-05
3.2,0.000214839376606,8.5302734375e-05
3.4,0.000229917849775,9.419921875e-05
3.6,0.000228853426744,9.447265625e-05
3.8,0.00022322993573,9.9619140625e-05
4.0,0.000245657401448,9.8671875e-05
4.33,0.000264847719246,0.000107080078125
4.66,0.00026031876545,0.00010625
5.0,0.000303858603361,0.00011037109375
5.33,0.000274329859641,0.00013375
5.66,0.000319702382155,0.000135712890625
6.0,0.000295060235211,0.000112412109375
6.5,0.000335138118661,0.000128291015625
7.0,0.000357605038894,0.00015908203125
7.5,0.000354361123365,0.0001382421875
8.0,0.000388467355738,0.00016384765625
9.0,0.000425404635484,0.000114423828125
10.0,0.000469373244307,0.000163232421875
